// 각 줄에서 겹슬래시 "//" 및 별슬래시 "/*"에 이어지는 텍스트는 모두 주석으로 취급됩니다.
// 번역 파일에 별슬래시를 사용하여 주석을 작성하면 추출 파일에도 가능한 보존됩니다.
// "//*"와 같이 사용하면 겹슬래시로 취급됩니다.
// 
// 이름 추출시 아래와 같은 형태로 기록됩니다.
// 
// 키(원본 이름)->활성 이름
// 
// 키: 각 이름을 참조하는 고유값입니다. 다르거나 잘못 기입하면 번역이 적용되지 않습니다.
// 원본 이름: 키가 가리키는 원래 이름입니다.
// 활성 이름: 추출 시점에서 해당하는 키에 적용된 이름입니다. 이 부분을 수정한 파일을 정해진 경로에 위치시키면 림월드 실행 시 해당 이름으로 번역됩니다.
// 
// 이름은 "이름 [별명] 성" 세트로 구성되거나 단일 낱말입니다.
// 이름의 각 구성 요소 내부의 공백은 반영되나, 양 끝의 공백은 제거됩니다.
// 예를 들어, 별명 부분이 "  슝 좍  " 인 경우 "슝 좍"으로 적용됩니다.
// 
// 추출된 이름은 번역 파일 내에서 활성 이름을 기준으로
// 1. 각 요소가 모두 원본과 다른 이름 (완전히 번역된 이름)
// 2. 이름과 성은 원본과 다르지만 별명만 같은 이름
// 3. 이름이나 성 중 하나라도 원본과 같은 이름
// 순서로 정렬됩니다.
// 
// 번역 파일의 위치는 '모드 폴더/Languages/사용 언어 폴더/Strings/Names' 이며, 파일 이름은 변경되어선 안됩니다.

// 1. [Fully Translated]
60dc9de6(Kyphis [Bard] Talrathian)->카이피스 [바드] 탈라시안
8ea84505(Martin [Mania] Schulz)->마르틴 [매니아] 슐츠
e3220362(Bennet [Baabat] Miller)->베넷 [바뱃] 밀러
4b0c6d03(Ventus [Ven] Lapaki)->벤투스 [벤] 라파키
385f4c5e(Ricky [Richard] Thomas)->리키 [리처드] 토마스
8766ff4b(Joshua [Smooch] Falk)->조슈아 [스무치] 팔크
de84738d(Ron [Ron] Vib)->론 [론] 빕
55141175(Jeremiah [Sparky] Baughman)->제레미아 [스파키] 바우만
45d99f8a(Kevin [Shibi] Olli)->케빈 [시비] 올리
e63ba579(Oliver [Pebble] Buckle)->올리버 [조약돌] 버클
2595feeb(Dan [Doof] Siebert)->댄 [두프] 시버트
33cd6f21(Charles [Booger] Reed)->찰스 [코딱지] 리드
b5dbb374(Ian [Zombie] Long)->이안 [좀비] 롱
a8bda37a(Randy [Pixel] Dalton)->랜디 [픽셀] 달튼
777ba527(Canyon [Canyon] Herrmann)->캐니언 [캐니언] 헤르만
ed6b26d0(Randy [Cornbread] Dixon)->랜디 [콘브레드] 딕슨
da6d81da(Jose [Daddy] Alvarez)->호세 [대디] 알바레스
9800f25b(Joshua [Josh] Brougham)->조슈아 [조쉬] 브로엄
ac048b70(Nick [Hairy] Bearfeet)->닉 [헤어리] 베어피트
cdc07c5f(Alexander [Sasha] Grigorievsky)->알렉산더 [사샤] 그리고리예프스키
c46d11cb(André [Edgar] Nielsen)->앙드레 [에드거] 닐센
8734a65c(Denis [Denis] Yurchik)->데니스 [데니스] 유르치크
888cbb53(Pascal [Ram] Janz)->파스칼 [램] 얀츠
c81cd610(Diego [Diefo] Broers)->디에고 [디에포] 브로어스
2aa8761b(Alex [Jobbie] Jobber)->알렉스 [자비] 자버
364a8523(Tom [Tomek] Krysiak)->톰 [토메크] 크리시아크
710170a0(Jordan [Jaytoo] Robertson)->조던 [제이투] 로버트슨
5da85007(James [James] Anderson)->제임스 [제임스] 앤더슨
1ebad5f8(Graham [Graham] Templin)->그레이엄 [그레이엄] 템플린
e75ca663(Kolbeinn [Kolbeinn] Thorsson)->콜베인 [콜베인] 토르손
00d69760(Bryan [Bryan] Beaty)->브라이언 [브라이언] 비티
d5f49c9a(Patrick [Zanki] Zanki)->패트릭 [잔키] 잔키
02979c88(Nicolas [Peque] Bruzza)->니콜라스 [페케] 브루자
51cbba64(Paul [Nerk] McPherson)->폴 [너크] 맥퍼슨
466c4349(Navin [Navi] Antoine)->나빈 [나비] 앙투안
2f50c3eb(Jake [Gya] Gyawolf)->제이크 [갸] 갸울프
53757496(Ovidio [Ovi] Gonzalez)->오비디오 [오비] 곤잘레스
c680cff6(Andres [Dres] Sola)->안드레스 [드레스] 솔라
9887d7d3(Jorge [Koke] Soto)->호르헤 [코케] 소토
611837bc(Sheldon [Snow] Quirk)->셸든 [스노우] 쿼크
0054c849(Ahmet [Al'] DeGalatia)->아흐메트 [알'] 데갈라티아
3eaaa4d3(Andrew [Flounder] Kovalev)->앤드루 [플라운더] 코발레프
3478d291(Amir [Zlatno] Brakic)->아미르 [즐라트노] 브라키치
c80dc4d8(Nicolai [Mauci] Gerdes)->니콜라이 [마우치] 게르데스
1b0f548c(Sebastian [Toraz] Schmidt)->제바스티안 [토라즈] 슈미트
d1221edd(Steven [Stevuh] Tuerksen)->스티븐 [스테부] 튀르크센
9362fc7a(Florian [Luetze] Luetzendorf)->플로리안 [뤼체] 뤼첸도르프
bdac360e(Eljay [Prodigy] Lockhart)->엘제이 [프로지디] 록하트
f797fe3d(Michael [Michael] Mulligan)->마이클 [마이클] 멀리건
5380a7fd(Joshua [Crispy] King)->조슈아 [크리스피] 킹
b757fe07(Georgy [Giya] Makhatadze)->게오르기 [기야] 마하타제
c92c131c(Michael [Mike] Weber)->마이클 [마이크] 웨버
587109cf(Louis [Parent] Parent)->루이스 [패런트] 패런트
91e308dc(Dom [Dom] Tooze)->돔 [돔] 투즈
44d793eb(Christian [Casto] Casto)->크리스티안 [카스토] 카스토
16c555cc(Justin [Neugie] Neugebauer)->저스틴 [노이기] 노이게바우어
fa899199(Hektor [Chili] Sog)->헥토르 [칠리] 소그
f212a538(Bade [Tinman] Reid)->베이드 [틴맨] 리드
89574d10(Jason [Haskie] Haskin)->제이슨 [해스키] 해스킨
a375a012(Yun [Mercy] Zhou)->윈 [메르시] 저우
c03c238e(Michael [Sweets] Swietlik)->마이클 [스위트] 스비에틀릭
2e6b22b2(Riccardo [Lost] Bellosta)->리카르도 [로스트] 벨로스타
fa7788de(Rajeev [Rajeev] Majumdar)->라지브 [마줌다르] 마줌다르
b15427ca(Zachary [Orion] Vanscoy)->재커리 [오리온] 반스코이
3c572342(Emanuel [Macho] Camacho)->에마누엘 [마초] 카마초
f2432125(Cameron [Cam] Jump)->캐머런 [캠] 점프
93581dcd(Roin [Xiatian] Zhou)->로인 [샤톈] 저우
d227f62f(Callum [Gollum] Forrest)->칼럼 [골룸] 포레스트
56b19506(Kalin [Rowdy] Hayes)->칼린 [로우디] 헤이스
15322541(Robert [Robby] Hazen)->로버트 [로비] 헤이즌
9e456499(Timon [Preuss] Preuss)->티몬 [프로이스] 프로이스
75c0697e(Rafael [Rafael] Damaso)->라파엘 [라파엘] 다마소
c12ad913(Lukas [Birne] Birnenmann)->루카스 [비른] 비르넨만
3aa7adda(Christoph [Chris] Sander)->크리스토프 [크리스] 산더
94ff3c6a(Nikolaj [Wendt] Wendt)->니콜라이 [벤트] 벤트
ea37c5ef(Shane [Shayzen] Zehnder)->셰인 [셰이젠] 젠더
ed1f7613(Aaron [Provider] Hall)->에런 [프로바이더] 홀
93ca8afd(Lee [Sailor] Ditges)->리 [세일러] 디트제스
0d085b33(Patrick [Koldborg] Koldborg)->패트릭 [콜보르] 콜보르
09779cd6(George [Georgie] Yu)->조지 [조지] 유
20e6951d(Ben [Kearton] Kearton)->벤 [키어튼] 키어튼
dd018cef(Andrew [Postie] Post)->앤드루 [포스티] 포스트
678dff87(Aiden [Pieters] Pieters)->에이든 [피터르스] 피터르스
b10a1956(Dylan [Dillon] Curtis)->딜런 [딜런] 커티스
b024f6c8(Martin [Franzen] Franzen)->마르틴 [프란젠] 프란젠
1166b28d(Jaie [Mouse] Moran)->제이 [마우스] 모란
d5d6d1ed(Jayden [Mono] Mono)->제이든 [모노] 모노
812b4952(Luke [Luke] Hoskins)->루크 [루크] 호스킨스
004844e2(Douglas [Dewg] Walker)->더글라스 [듀그] 워커
27aaed89(Florian [Flotschi] Stertz)->플로리안 [플로치] 슈테르츠
3ae94ceb(Christoph [Baak] Baak)->크리스토프 [바크] 바크
887b0676(Lukas [Luki] Schumacher)->루카스 [루키] 슈마허
c6b83b20(Ossie [Osroc] Rockit)->오시 [오스록] 로킷
286ee065(Victor [Grandpa] Howard)->빅터 [그랜파] 하워드
8c9e6c7e(Linus [Linus] Johansson)->리누스 [리누스] 요한슨
1f4393fe(Jacques [Hatchet] Dubocq)->자크 [해쳇] 뒤보크
f9d6b278(Logan [Asaike] Ford)->로건 [아사이케] 포드
b5c84519(Qian [Master] Wang)->첸 [마스터] 왕
97f5a2cc(Tayber [Tayb] Gadd)->테이버 [테이브] 가드
0e0f397a(Zoran [Bear] Jay)->조란 [곰] 제이
ea1e0dcc(Anthony [Tony] Palumbo)->앤서니 [토니] 팔룸보
933c3081(Dimitrios [Mitros] Sileni)->디미트리오스 [미트로스] 실레니
bf6062f3(Krystof [Sulley] Smrcek)->크리스토프 [설리] 스므르첵
1500e4c7(Sebastian [Sebi] Kiel)->세바스티안 [세비] 킬
5394174d(Wongwiwat [Worpita] Worpita)->웡위왓 [워피타] 워피타
b17bf435(Sam [Toque] Surgenor)->샘 [토크] 서지너
72f490be(Ivan [Lopi] Lopez)->이반 [로피] 로페스
af0be6ad(Luca [Luke] D'Amato)->루카 [루크' D] 아마토
8ad3d15c(Brand [Steel] Van Harn)->브랜드 [스틸] 반 하른
cd6cde28(Sylwester [Siwy] Sikora)->실베스터 [시위] 시코라
d5cc5f35(Brian [Brian] Schaerli)->브리안 [브리안] 셰를리
f02fb7da(Dmitry [Borisov] Borisov)->드미트리 [보리소프] 보리소프
d19b5897(Todd [Todd] Bala)->토드 [토드] 발라
31d3c288(Philipp [Laufer] Laufer)->필리프 [라우퍼] 라우퍼
76c744f9(Cesar [Frosty] Cordova)->세자르 [프로스티] 코르도바
d19c5200(Zee [Beckman] Beckman)->지 [베크만] 베크만
623b404d(Alex [Doc] Filios)->알렉스 [닥터] 필리오스
f3741aeb(Iko [Iko] Budwarek)->이코 [이코] 부드바레크
3f23b820(Elliott [Eli] Spaender)->엘리엇 [엘리] 스펜더
bc7eba6c(Dylan [Dylan] Villano)->딜런 [딜런] 빌라노
1baca1b3(Vlastamil [Vlasta] Vrabec)->블라스타밀 [블라스타] 브라베츠
38add66c(Caol [Caol] Poirteir)->카올 [카올] 포르터
6d46049b(Peter [Sowix] Kowalsky)->피터 [소빅스] 코발스키
d899e7c5(Roberto [Chub] Munoz)->로베르토 [처브] 무뇨스
735f2988(Lachlan [Lach] McInnes)->라클란 [라크] 맥이니스
d9bef5fe(Artturi [Arttu] Antola)->아르투리 [아르투] 안톨라
c13d0bf8(Kris [Krisp] Kielbaska)->크리스 [크리스프] 키엘바스카
136cd637(Kihong [Hong] Kim)->기홍 [홍] 김
72e88a9b(Matthew [Matthew] Egly)->매튜 [매튜] 에글리
2d886789(Artem [Artem] Prosvetov)->아르템 [아르템] 프로스베토프
9cdf5ae6(Noah [Noah] Hopkins)->노아 [노아] 홉킨스
d91fe1ee(Triston [Teto] Conly)->트리스턴 [테토] 콘리
137e8c04(Tevin [Tev] Donald)->테빈 [테브] 도널드
7eb63ebd(Carter [Belfont] Belfont)->카터 [벨퐁] 벨퐁
7b26d3db(James [James] Libengood)->제임스 [리벤굿] 리벤굿
ce0c74e9(Michael [Stouty] Stout)->마이클 [스타우티] 스타우트
d0c0aeda(Scott [Strogg] Stroganov)->스콧 [스트로그] 스트로가노프
e72b15f2(Nuoya [Shao] Shao)->누오야 [샤오] 샤오
d89be688(Iain [Arch] Scott)->이언 [아치] 스콧
6c1a47f7(Jordan [Jesus] Desroches)->조르당 [헤수스] 데로슈
56a170c6(Josm [Josm] Ople)->조즘 [조즘] 오플
9eecebe2(Tim [Vlasov] Vlasov)->팀 [블라소프] 블라소프
f8557c5d(Timothy [Toast] Pond)->티모시 [토스트] 폰드
5bc179ce(Dominic [Dom] Orsino)->도미닉 [돔] 오르시노
e557b510(Randy [Randy] Caldwell)->랜디 [랜디] 콜드웰
02272a44(Samuel [Sam] Edwards)->사무엘 [샘] 에드워즈
9fceb635(Jack [Captain] Vader)->잭 [캡틴] 베이더
dedbafb7(Pavel [Nekomata] Nekomata)->파벨 [네코마타] 네코마타
08e97d9d(Jayden [Jay] Auriellric)->제이든 [제이] 아우리엘릭
d6879339(Ollie [Ollie] Haward)->올리 [올리] 하워드
582f4efe(Joshua [Lurch] Glass)->조슈아 [러치] 글래스
16614034(Sam [Edwinson] Edwinson)->샘 [에드윈슨] 에드윈슨
faa80755(Jake [Jacho] Sheehan)->제이크 [자초] 쉬한
306a0130(Evan [Havoc] Bills)->에반 [하복] 빌스
de68c405(Simon [Kitch] Kitchen)->사이먼 [키치] 키친
cf7da158(Geri [Geri] Burn)->게리 [게리] 번
3977bccf(Griffin [Lopez] Lopez)->그리핀 [로페스] 로페스
e15128c7(Redmar [Wiard] Wiard)->레드마르 [위아드] 위아드
bd5b4286(Tyler [McDonough] McDonough)->타일러 [맥도너] 맥도너
8cf39a74(Jan [Friedrich] Fischer)->얀 [프리드리히] 피셔
9067b193(Kyle [Kyle] Adelsberger)->카일 [카일] 아델스베르거
06abba2f(Chayanan [Alpha] Kitisarak)->차야난 [알파] 키티사락
39683d74(Hubert [Hubie] Kradsworth)->휴버트 [후비] 크라즈워스
066c3b1d(Ponlathep [Ponthep] Punyakaew)->폰라텝 [폰텝] 푸냐카에우
2f87da42(Emil [Kjellner] Kjellner)->에밀 [셸너] 셸너
9114e4b5(Anton [Tos] Ivanchikov)->안톤 [토스] 이반치코프
0e6def43(Niels [van Klaveren] van Klaveren)->닐스 [반 클라베런] 반 클라베런
0f0705e8(James [Mannequin] Bullock)->제임스 [마네킹] 불럭
0073c677(Micheal [Mikey] Farrell)->마이클 [마이키] 패럴
81b8b395(Atakan [Ati] Kaynak)->아타칸 [아티] 카이나크
21c32063(Vincent [Vinny] Lyons)->빈센트 [비니] 라이언스
132fefdf(Tiger [Tiger] Bowman)->타이거 [타이거] 보먼
ade2e620(Elias [Eli] Vahmo)->엘리아스 [엘리] 바흐모
fa405748(Damion [Bees] Cross)->다미온 [비즈] 크로스
11d0ab80(Arjan [Rao] Rao)->아르잔 [라오] 라오
4e4fb532(Michael [Mike] Clark)->마이클 [마이크] 클라크
74f1b22f(Hans [Henki] Molotov)->한스 [헨키] 몰로토프
0634e56f(Henrik [Skaldehaug] Skaldehaug)->헨리크 [스칼데하우그] 스칼데하우그
477fee59(Andrew [Drew] Ceci)->앤드루 [드루] 세시
d0549ebb(Mikhail [Glas] Voronov)->미하일 [글라스] 보로노프
997cb81f(Steven [Chalky] Michalk)->스티븐 [초키] 미할크
b877ed83(Gerald [Jerry] Voll)->제럴드 [제리] 볼
f9ae19d7(Anton [Arty] Stuber)->안톤 [아티] 슈투버
b0f9048b(Eirikur [Rikur] Strom)->에이리쿠르 [리쿠르] 스트롬
7c1cae1b(Dion [Dezz] Astry)->디온 [데즈] 아스트리
c38f485c(Robert [Unknown] Needham)->로버트 [알 수 없음] 니덤
0c0b7445(Chance [Donovan] Donovan)->찬스 [도노반] 도노반
22af0815(Gianluca [Luca] Pondi)->지안루카 [루카] 폰디
698ab53b(Rhys [Aven] Aven)->리스 [아벤] 아벤
3bfc39cd(Pablo [Pablo] Re)->파블로 [파블로] 레
8eae7ce9(Zvonimir [Zwonny] Jurisic)->즈보니미르 [즈본니] 유리시치
8b4a1c95(Kyle [Hooten] Houghton)->카일 [후튼] 호턴
79a9c7c7(Tassilo [Tassilo] Manges)->타실로 [타실로] 만게스
309a9d49(Anton [Anton] Zolotko)->안톤 [안톤] 졸로트코
7659306a(Joseph [Joe] Erjavec)->조셉 [조] 에르야벡
17a78054(Boris [Bobo] Cherney)->보리스 [보보] 체르니
68307be4(Matt [Yeti] McCamish)->매트 [예티] 맥카미시
89b7cdcb(John [John] Hornung)->존 [존] 호르눙
6f807844(Niclas [Niclas] Nisuly)->니클라스 [니클라스] 니술리
30c65369(Yaowanlaoshi [Yaowan] Fashengshale)->야오완라오시 [야오완] 파성사레
26be1af7(Ethan [Ethan] Rajek)->이선 [이선] 라예크
f0439a3d(Tanner [Tanner] Breen)->태너 [태너] 브린
d935bcb8(Szymon [Siemion] Olejniczak)->시몬 [시에미온] 올레이니차크
29ab7a92(Steve [Blean] Blean)->스티브 [블린] 블린
4e58e54a(Nathanial [Nathan] Weidner)->네서니얼 [네이선] 웨이드너
72103394(Andy [Salis] Salis)->앤디 [살리스] 살리스
0e4c03ba(Thomas [Fish] Herring)->토마스 [피쉬] 헤링
8a6cf11c(Chris [Walker] Walker)->크리스 [워커] 워커
60c9e493(Ivan [Ivan] Milat)->이반 [이반] 밀라트
84524987(Alexander [Tea] Legendary)->알렉산더 [티] 레전더리
0817f191(Camord [Cam] Oburo)->카모르드 [캄] 오부로
9254bedc(Gabriel [Nimby] Bencomo)->가브리엘 [님비] 벤코모
04eb5694(Ricky [Brewer] Brewer)->리키 [브루어] 브루어
c98ad86b(Cristhyan [Cris] Dourado)->크리스티안 [크리스] 도우라도
be9b3c77(Haseo [Genesis] Takashi)->하세오 [제네시스] 타카시
74b65c34(Billy [Aniki] Herrington)->빌리 [아니키] 헤링턴
efd83137(Kevin [Bubo] Carmody)->케빈 [부보] 카모디
6fc1b78e(James [James] Damar)->제임스 [제임스] 다마르
066ab5e6(Jesper [Jeller] Iversen)->제스퍼 [젤러] 이베르센
daa3888e(Bram [Bikkel] Koster)->브람 [비켈] 코스터
49c30386(Dezmond [Dezz] McKnight)->데즈몬드 [데즈] 맥나이트
409c4115(Tacna [Tac] Farias)->타크나 [타크] 파리아스
7a8c8a18(Vicente [Chupano] Rivano)->비센테 [츄파노] 리바노
74cfd281(Ryan [Zig] Gillam)->라이언 [지그] 길럼
93e91434(Jack [Smiddy] Smith-Jones)->잭 [스미디] 스미스-존스
17948b4d(Gabriel [Dunmore] Dunmore)->가브리엘 [던모어] 던모어
005ca480(Alexander [Sanya] Kryuchkov)->알렉산더 [사냐] 크류치코프
5c0518e8(John [Stain] Stein)->존 [스테인] 슈타인
f8a9bcbd(Dritz [Dritz] Hoffler)->드리츠 [드리츠] 호플러
25fb5ab6(Ryan [Ryan] Liebscher)->라이언 [라이언] 리브셔
d8926824(Royan [Royan] Heidarian)->로얀 [로얀] 헤이다리안
e69ff7a1(Alex [Betz] Betz)->알렉스 [베츠] 베츠
32b53aaa(Robbe [Van Hove] Van Hove)->로베 [반 호브] 반 호브
84234c56(Ian [Tosser] Armstrong)->이안 [멍청이] 암스트롱
77597720(Nicolai [Hansen] Hansen)->니콜라이 [한센] 한센
56b7d084(Thomas [Tommy] Schuren)->토마스 [토미] 슈렌
55bb6385(Tyler [Ty] Jackson)->타일러 [타이] 잭슨
0031a92a(Hex [Fleetwood] Fleetwood)->헥스 [플리트우드] 플리트우드
d8e86afd(Hans [Hans] Poeschl)->한스 [한스] 푀슐
c0677ac0(Zachary [Zach] Brozowski)->재커리 [잭] 브로조프스키
7335e884(Tingshiuan [Jeongheon] Wu)->팅슈안 [정헌] 우
bfabab3e(Toshiharo [Toshi] Marihama)->토시하로 [토시] 마리하마
37fc47f1(Destin [Destin] Bolt)->데스틴 [데스틴] 볼트
1f5580da(Timothy [Tim] Haagenson)->티모시 [팀] 하겐슨
3fc6e711(Jacob [Jake] Laffoon)->제이콥 [제이크] 라푼
dc078d6f(David [Dave] Lorduy)->데이비드 [데이브] 로르두이
cbe984f2(Cameron [Cam] Brockwell)->캐머런 [캠] 브로크웰
7d519362(Max [Soul] Azarcon)->맥스 [소울] 아자르콘
d6db175a(Mason [Lorence] Lorence)->메이슨 [로렌스] 로렌스
fc73920a(Eric [Kon] Kontinos)->에릭 [콘] 콘티노스
0df1e3d5(Derek [Dylan] Young)->데릭 [딜런] 영
f8458f77(Jesse [Jesse] Badon)->제시 [제시] 바든
f03c0716(Ruston [Squiggs] Shackleford)->러스턴 [스퀴그스] 섀클포드
326827ba(Borun [Borinwang] Wang)->보룬 [보린왕] 왕
3f09953c(Bogdan-Mihai [Bogdi] Bretoiu)->보그단-미하이 [보그디] 브레토이우
69c6aafb(Stephen [Kennedy] Kennedy)->스티븐 [케네디] 케네디
2a825071(Abraham [Bob] Samaha)->아브라함 [밥] 사마하
1731ccaa(Michael [Michael] Gleeson)->마이클 [마이클] 글리슨
f1ce71d7(Eric [Fike] Fike)->에릭 [파이크] 파이크
ff549e39(Rhys [Artie] Panting)->리스 [아티] 팬팅
91daf6a4(Vikks [Vikks] Hallowhaunt)->빅스 [빅스] 할로우헌트
ea023ce0(Garrett [Burnt] Damon)->개럿 [번트] 데이먼
d196d242(Harley [Basil] Petrovic)->할리 [바질] 페트로비치
4e68c947(Benjamin [Ben] Baldwin)->벤저민 [벤] 볼드윈
241e1735(Michael [OldBoy] Wang)->마이클 [올드보이] 왕
1a336b78(Severi [Severi] Lehikoinen)->세베리 [세베리] 레히코이넨
f6dbd1a1(Melvin [Monty] Mann)->멜빈 [몬티] 만
d18c13d1(Daniel [Dandovic] Nenadovic)->다니엘 [단도비치] 네나도비치
a4392acb(Hrodric [Hrodric] Wilhelmus)->흐로드릭 [흐로드릭] 빌헬무스
7feef1b4(Daniel [Bork] Waleczek)->다니엘 [보크] 발레체크
b7364388(Christopher [Polly] Goetz)->크리스토퍼 [폴리] 괴츠
d79cfa30(Dewey [Liam] Dewey)->듀이 [리암] 듀이
dfbf2a24(Yaroslav [Yarik] Khrestik)->야로슬라프 [야릭] 흐레스티크
024c9a99(Brendon [Cascone] Cascone)->브렌든 [카스코네] 카스코네
42f31333(Gabriel [Sunday] Rodriguez)->가브리엘 [선데이] 로드리게스
3cd27432(Nicholas [Nick] Heidke)->니콜라스 [닉] 하이드케
718bb1f5(Elijah [Eli] Barrett)->일라이자 [엘리] 배럿
0989bf91(Lee [Mez] Merrill)->리 [메즈] 메릴
5c2c59ea(Nikalous [Nik] Huynh)->니칼루스 [닉] 후인
ecbee172(Rylan [Ryry] Persons)->라일란 [라이라이] 퍼슨스
58643fb2(Julian [Julian] Mulroy)->줄리안 [줄리안] 멀로이
2ae599ac(Yuxiang [Xiaode] Wang)->위샹 [샤오더] 왕
2edceb3f(Alexey [Alex] Chibizow)->알렉세이 [알렉스] 치비조프
3f993ec9(Pepe [Keenu] Leecott)->페페 [키누] 리콧
c3ed3420(Michael [Jam] Price)->마이클 [잼] 프라이스
9a8ebec3(Jonathon [Jobe] Kruskamp)->조너선 [조브] 크루스캄프
f6940c80(Coney [Tou] Tou)->코니 [토우] 토우
6002b28b(Boris [Boris] Bubbleton)->보리스 [보리스] 버블턴
64e1cdf3(Kristian [Kristian] Moller)->크리스티안 [크리스티안] 몰러
53c13147(Wrenfoe [Wren] Chadswell)->렌포 [렌] 채드웰
a113a9b2(Kurt [Kurt] Melville)->쿠르트 [쿠르트] 멜빌
14ee7e13(Lucas [Luke] Carlson)->루카스 [루크] 칼슨
f02cbd4a(Grant [Grant] Goddard)->그랜트 [그랜트] 고다드
e975f652(Artie [Artinol] Noloss)->아티 [아르티놀] 노로스
9039d828(Zakaria [Zak] Dakhli)->자카리아 [자크] 다클리
c1fc8664(Valeri [Zhmych] Zhmyschenko)->발레리 [즈미치] 즈미셴코
54d8306b(Joshua [Josh] Glenn)->조슈아 [조쉬] 글렌
47d38199(Zac [Newton] Newton)->잭 [뉴턴] 뉴턴
4315c86d(Marshall [Marshy] Riley)->마셜 [마시] 라일리
de37b978(Matthias [Wiesbauer] Wiesbauer)->마티아스 [비스바우어] 비스바우어
7292e993(Kinso [Kinso] Wolf)->킨소 [킨소] 울프
04c3f624(Aleksey [Alex] Maraduda)->알렉세이 [알렉스] 마라두다
f9d0cfa2(Andrew [Andy] McCarthy)->앤드루 [앤디] 맥카시
02674688(John [Johnny] Isaiah)->존 [조니] 아이제이아
7f91f762(Dick [Moon] Moon)->딕 [문] 문
d6ee79c4(Will [Willy] Banjo)->윌 [윌리] 반조
17093f92(Evan [Oaks] Lyle)->에반 [참나무] 라일
ea9099df(Paul [Breaker] Fredrickson)->폴 [브레이커] 프레드릭슨
8dcd353d(Nazar [Navar] Dovzhok)->나자르 [나바르] 도브조크
6a70e810(Carsten [Carsten] Prinzen)->카르스텐 [카르스텐] 프린첸
c855f4da(Brandon [Enilamal] Enilamal)->브랜던 [에닐라말] 에닐라말
768a0602(Hyunjoong [Eclair] Kim)->현중 [에클레어] 김
150b789b(Brett [Furukawa] Furukawa)->브렛 [후루카와] 후루카와
80f094f1(Connor [Connor] Bentwood)->코너 [코너] 벤트우드
0c9c35ab(Devon [Frayne] Frayne)->데본 [프레인] 프레인
f5a867d9(Jan [Ribbel] Rippel)->얀 [리벨] 리펠
c8eee883(Daniel [Dawnish] Knight)->다니엘 [던니쉬] 나이트
08f42666(James [Joshua] Crews)->제임스 [조슈아] 크루스
835cf84e(Michael [Michael] Crane)->마이클 [마이클] 크레인
22c6cb3c(Kenneth [Kenny] Hatlewick)->케네스 [케니] 해틀윅
4fbb0e9e(Maciej [Macko] Baczkowski)->마치에이 [마츠코] 바츠코프스키
107fb6e7(Hussam [Sam] Moammer)->후삼 [샘] 모아머
90ce90a3(Dalton [Smith] Smith)->달튼 [스미스] 스미스
23349db9(Ross [Kob] Kobiela)->로스 [콥] 코비엘라
b24c6955(Vegalyp [Gole] Gole)->베갈립 [골] 골
4c70a3ee(Andrei [Vass] Shevchenko)->안드레이 [바스] 셰브첸코
6e6bd49b(Lawrence [Larry] Keeffe)->로렌스 [래리] 키프
62afcadc(Christian [Andrade] Andrade)->크리스티안 [안드라데] 안드라데
ece870db(Joshua [Cancer] Lister)->조슈아 [캔서] 리스터
4114e30a(Stephen [Tiny] Livingston)->스티븐 [타이니] 리빙스턴
10a63cab(Thelonious [Copperpot] Copperpot)->테로니어스 [코퍼팟] 코퍼팟
f2ef4cd7(Cagri [Cagri] Ulas)->차그리 [차그리] 울라스
1f88f6b5(Cody [Cody] Riddles)->코디 [코디] 리들스
cc4c6c7a(Igor [Gromek] Kuzminski)->이고르 [그로멕] 쿠즈민스키
09a2a01a(Tim [Arctic] Baleman)->팀 [북극] 베일맨
566b6ffe(Kilian [Kili] Scholz)->킬리안 [킬리] 숄츠
78f5ade9(Leon [Darling] Omnitz)->레온 [달링] 옴니츠
1cc354a5(Louis [Lou] McFenn)->루이스 [루] 맥펜
e046b7af(Neon [Gary] Riley)->네온 [게리] 라일리
cd832ff9(Brandon [Brandon] Haynes)->브랜던 [브랜던] 헤인스
b0233808(Mick [Mick] Doom)->믹 [믹] 둠
cecea9fd(Daniel [Sinni] Sinvoll)->다니엘 [신니] 신볼
38362882(Ethan [Ethan] Pry)->이선 [이선] 프라이
f5cbf466(Julian [Tripode] Cominelli)->줄리안 [삼각대] 코미넬리
741400a8(Ata [Rock] Rock)->아타 [락] 락
c7b718ee(Porgas [Narlsmir] Narlsmir)->포르가스 [날스미르] 날스미르
b29c5be8(Giosué [Josh] Visentin)->조수에 [조쉬] 비센틴
6305fa96(Zak [Cherry] Edwards)->자크 [체리] 에드워즈
362c6657(Adam [Adam] Luberda)->아담 [아담] 루베르다
7ca646a3(Benjamin [Ben] Peter)->벤저민 [벤] 피터
e6870144(Joshua [Josh] Grace)->조슈아 [조쉬] 그레이스
713a4f9b(Josh [Ryan] Ryan)->조쉬 [라이언] 라이언
af9ffdd8(Samuel [Sam] McLaughlin)->사무엘 [샘] 맥러플린
